country,date,experiment_id,order_id,spend_usd,user_bucket,user_id,vertical
,,12624548,,0,15,8.85E+18,
,,12624549,,0,4,1.66E+19,
,,12624549,,0,6,3.85E+18,
,,12624548,,0,8,1.14E+19,
,,12624548,,0,11,1.84E+19,
JP,4/4/17,12624549,6.77E+18,4.339,2,1.64E+19,GAMES
,,12624548,,0,12,1.75E+19,
,,12624549,,0,8,6.15E+18,
,,12624549,,0,5,3.92E+18,
,,12624549,,0,3,1.45E+19,
,,12624548,,0,1,7.61E+18,
,,12624548,,0,3,1.83E+19,
,,12624548,,0,8,3.57E+18,
,,12624548,,0,13,1.02E+19,
,,12624548,,0,10,3.21E+18,
,,12624549,,0,12,1.34E+19,
,,12624549,,0,11,8.81E+18,
,,12624548,,0,2,1.55E+19,
,,12624548,,0,13,1.05E+19,
,,12624549,,0,1,7.72E+18,
,,12624548,,0,6,7.09E+18,
,,12624548,,0,13,1.47E+19,
,,12624549,,0,3,9.51E+17,
,,12624548,,0,15,1.15E+19,
,,12624549,,0,8,9.33E+18,
US,4/1/17,12624549,1.61E+19,1.29,3,1.16E+19,MUSIC
US,4/1/17,12624549,4.05E+18,1.29,3,1.16E+19,MUSIC
US,4/1/17,12624549,3.62E+18,1.29,3,1.16E+19,MUSIC
US,4/1/17,12624549,2.04E+18,1.29,3,1.16E+19,MUSIC
US,4/1/17,12624549,1.27E+19,11.49,3,1.16E+19,MUSIC
US,4/1/17,12624549,6.43E+18,0.99,3,1.16E+19,MUSIC
US,4/6/17,12624549,4.79E+18,11.49,3,1.16E+19,MUSIC
,,12624549,,0,13,1.37E+18,
DE,4/4/17,12624548,2.58E+18,5.321154,19,1.31E+19,GAMES
,,12624548,,0,6,1.37E+19,
,,12624549,,0,1,9.23E+18,
,,12624549,,0,12,1.15E+19,
,,12624548,,0,7,1.60E+19,
,,12624548,,0,15,1.06E+19,
US,4/1/17,12624548,6.38E+18,9.99,10,1.36E+18,GAMES
,,12624548,,0,16,3.91E+18,
,,12624548,,0,8,3.90E+18,
,,12624549,,0,5,1.31E+19,
,,12624549,,0,6,4.78E+17,
,,12624548,,0,6,9.57E+17,
,,12624548,,0,19,9.20E+17,
,,12624548,,0,7,4.79E+18,
,,12624548,,0,17,7.04E+17,
,,12624549,,0,8,1.07E+19,
,,12624549,,0,10,1.49E+19,
,,12624549,,0,20,6.43E+18,
,,12624549,,0,11,1.15E+19,
,,12624548,,0,20,1.69E+19,
,,12624549,,0,3,1.76E+19,
,,12624549,,0,3,1.73E+19,
,,12624549,,0,20,8.12E+18,
,,12624548,,0,16,1.69E+19,
,,12624548,,0,17,1.05E+19,
,,12624548,,0,17,2.15E+18,
,,12624549,,0,15,3.86E+18,
,,12624548,,0,11,3.86E+18,
,,12624548,,0,9,5.15E+18,
,,12624549,,0,11,1.40E+19,
,,12624548,,0,9,1.19E+19,
,,12624549,,0,18,3.02E+17,
,,12624548,,0,1,2.98E+18,
,,12624548,,0,15,2.76E+18,
,,12624548,,0,18,5.51E+17,
,,12624549,,0,12,4.16E+18,
,,12624549,,0,18,4.31E+18,
,,12624548,,0,10,2.64E+18,
,,12624548,,0,15,1.73E+19,
,,12624548,,0,11,1.58E+19,
,,12624548,,0,8,1.17E+19,
,,12624548,,0,10,9.70E+17,
,,12624549,,0,10,2.62E+18,
,,12624548,,0,3,7.89E+18,
,,12624548,,0,13,2.67E+18,
,,12624549,,0,6,1.28E+19,
,,12624548,,0,14,1.37E+17,
,,12624549,,0,15,9.56E+18,
,,12624549,,0,5,1.53E+18,
,,12624548,,0,4,1.30E+19,
,,12624549,,0,6,5.95E+18,
,,12624549,,0,1,1.59E+19,
,,12624548,,0,11,1.55E+19,
,,12624548,,0,2,8.28E+18,
,,12624549,,0,12,7.13E+18,
JP,4/5/17,12624548,9.86E+18,26.162857,17,3.96E+18,GAMES
JP,4/5/17,12624548,1.48E+19,43.30404,17,3.96E+18,GAMES
,,12624548,,0,10,1.67E+19,
,,12624548,,0,16,1.04E+19,
,,12624548,,0,5,1.35E+18,
,,12624549,,0,14,1.45E+19,
,,12624549,,0,11,2.06E+18,
GB,4/3/17,12624548,4.89E+18,1.111953,17,1.71E+19,GAMES
GB,4/3/17,12624548,1.24E+19,1.111953,17,1.71E+19,GAMES
,,12624548,,0,16,7.70E+18,
,,12624548,,0,18,4.81E+18,
,,12624549,,0,7,1.73E+19,
,,12624549,,0,18,1.40E+19,
,,12624549,,0,8,1.79E+19,
,,12624549,,0,1,1.26E+19,
,,12624549,,0,9,4.52E+18,
JP,4/2/17,12624549,1.74E+19,8.607389,9,2.68E+18,GAMES
JP,4/7/17,12624549,1.05E+19,45.087122,10,1.57E+19,GAMES
,,12624549,,0,10,1.41E+19,
,,12624549,,0,15,1.63E+19,
,,12624548,,0,13,1.82E+19,
AU,4/6/17,12624548,1.82E+19,1.652651,6,8.04E+16,MUSIC
AU,4/6/17,12624548,1.81E+19,1.652651,6,8.04E+16,MUSIC
,,12624548,,0,17,1.22E+19,
,,12624548,,0,11,6.49E+18,
,,12624549,,0,17,4.32E+18,
,,12624549,,0,19,5.07E+18,
,,12624548,,0,19,1.76E+18,
,,12624548,,0,1,7.66E+18,
,,12624549,,0,16,1.21E+19,
,,12624549,,0,14,8.88E+18,
,,12624549,,0,4,1.28E+19,
,,12624549,,0,20,1.79E+19,
JP,4/1/17,12624549,3.92E+18,26.898092,18,2.22E+18,GAMES
,,12624548,,0,10,1.44E+19,
,,12624548,,0,7,2.79E+18,
,,12624549,,0,13,1.81E+19,
,,12624549,,0,2,5.02E+18,
,,12624548,,0,12,1.53E+19,
,,12624549,,0,1,5.80E+17,
,,12624548,,0,15,1.06E+19,
,,12624549,,0,8,1.38E+19,
,,12624549,,0,14,1.01E+19,
,,12624548,,0,11,1.50E+19,
,,12624549,,0,15,1.42E+19,
,,12624549,,0,13,1.35E+19,
,,12624549,,0,7,1.91E+18,
BR,4/4/17,12624548,8.69E+18,0.962011,16,1.57E+19,GAMES
BR,4/7/17,12624548,1.68E+19,0.951676,16,1.57E+19,GAMES
BR,4/4/17,12624548,3.99E+18,0.962011,16,1.57E+19,GAMES
BR,4/5/17,12624548,6.53E+18,0.963949,16,1.57E+19,GAMES
BR,4/3/17,12624548,1.07E+19,0.959143,16,1.57E+19,GAMES
BR,4/3/17,12624548,7.97E+18,0.959143,16,1.57E+19,GAMES
BR,4/3/17,12624548,1.56E+19,0.959143,16,1.57E+19,GAMES
BR,4/3/17,12624548,1.27E+19,0.959143,16,1.57E+19,GAMES
,,12624549,,0,15,1.77E+19,
,,12624548,,0,4,5.58E+18,
,,12624548,,0,19,1.84E+19,
,,12624549,,0,7,1.23E+19,
,,12624549,,0,16,1.09E+19,
,,12624549,,0,2,1.25E+19,
,,12624549,,0,14,5.11E+18,
,,12624549,,0,14,1.12E+19,
,,12624549,,0,20,2.54E+18,
,,12624549,,0,7,1.00E+19,
,,12624548,,0,18,1.46E+19,
,,12624549,,0,1,1.78E+19,
,,12624549,,0,13,1.46E+19,
KR,4/5/17,12624549,1.03E+19,0.888998,8,1.18E+19,GAMES
KR,4/5/17,12624549,7.96E+17,0.888998,8,1.18E+19,GAMES
,,12624549,,0,19,3.71E+18,
,,12624549,,0,20,1.30E+19,
,,12624548,,0,15,6.03E+18,
,,12624549,,0,5,9.73E+18,
,,12624548,,0,16,1.25E+19,
,,12624548,,0,13,5.02E+18,
,,12624549,,0,4,9.30E+18,
,,12624548,,0,3,1.22E+18,
,,12624548,,0,4,2.90E+18,
,,12624549,,0,9,1.10E+19,
US,4/2/17,12624548,5.58E+18,9.99,11,2.20E+18,GAMES
US,4/3/17,12624548,5.16E+18,9.99,11,2.20E+18,GAMES
US,4/3/17,12624548,1.03E+19,9.99,11,2.20E+18,GAMES
US,4/1/17,12624548,1.38E+19,4.99,11,2.20E+18,GAMES
,,12624549,,0,5,2.53E+18,
,,12624549,,0,6,8.98E+18,
,,12624549,,0,18,9.12E+18,
,,12624549,,0,3,8.01E+18,
,,12624549,,0,9,1.28E+19,
DE,4/1/17,12624548,1.56E+19,42.679527,1,6.39E+18,GAMES
,,12624549,,0,15,6.50E+17,
,,12624549,,0,13,1.13E+19,
,,12624549,,0,8,9.22E+18,
BR,4/2/17,12624549,1.58E+19,1.590188,16,1.43E+19,GAMES
,,12624548,,0,9,1.56E+19,
,,12624549,,0,10,4.21E+18,
,,12624548,,0,1,5.15E+18,
,,12624549,,0,8,4.31E+17,
JP,4/5/17,12624548,6.75E+18,4.330404,20,1.65E+19,GAMES
JP,4/3/17,12624548,1.44E+19,34.207791,20,1.65E+19,GAMES
JP,4/6/17,12624548,7.33E+18,4.332317,20,1.65E+19,GAMES
,,12624548,,0,1,1.18E+19,
,,12624548,,0,6,1.77E+19,
BR,4/1/17,12624549,4.25E+18,0.634163,10,9.32E+18,MUSIC
BR,4/3/17,12624549,1.76E+19,0.317576,10,9.32E+18,MUSIC
,,12624548,,0,16,5.23E+16,
US,4/3/17,12624549,2.04E+18,0.99,5,1.39E+19,GAMES
US,4/3/17,12624549,7.92E+18,0.99,5,1.39E+19,GAMES
US,4/3/17,12624549,8.12E+18,0.99,5,1.39E+19,GAMES
US,4/2/17,12624549,1.34E+19,2.99,5,1.39E+19,GAMES
US,4/3/17,12624549,4.21E+18,19.99,5,1.39E+19,GAMES
US,4/3/17,12624549,1.42E+19,0.99,5,1.39E+19,GAMES
US,4/2/17,12624549,1.52E+19,2.99,5,1.39E+19,GAMES
US,4/2/17,12624549,4.38E+17,2.99,5,1.39E+19,GAMES
US,4/2/17,12624549,1.81E+19,19.99,5,1.39E+19,GAMES
US,4/3/17,12624549,1.61E+19,19.99,5,1.39E+19,GAMES
US,4/2/17,12624549,1.38E+19,9.99,5,1.39E+19,GAMES
US,4/2/17,12624549,4.64E+18,4.99,5,1.39E+19,GAMES
US,4/3/17,12624549,9.85E+18,0.99,5,1.39E+19,GAMES
US,4/2/17,12624549,9.96E+18,1.99,5,1.39E+19,GAMES
,,12624548,,0,2,4.03E+18,
,,12624549,,0,8,1.13E+18,
,,12624548,,0,15,4.11E+18,
,,12624549,,0,17,1.08E+19,
,,12624548,,0,4,1.56E+19,
,,12624548,,0,19,2.65E+18,
US,4/7/17,12624549,1.49E+19,1.99,16,5.38E+18,GAMES
US,4/7/17,12624549,1.79E+19,1.99,16,5.38E+18,GAMES
US,4/7/17,12624549,9.74E+18,1.99,16,5.38E+18,GAMES
,,12624549,,0,7,8.29E+18,
,,12624549,,0,20,7.82E+17,
,,12624548,,0,14,1.74E+19,
,,12624548,,0,14,5.93E+18,
US,4/5/17,12624548,6.10E+18,31.99,7,1.34E+18,GAMES
US,4/7/17,12624548,1.56E+19,4.99,7,1.34E+18,GAMES
US,4/6/17,12624548,1.58E+19,4.99,7,1.34E+18,GAMES
US,4/7/17,12624548,1.23E+18,9.99,7,1.34E+18,GAMES
US,4/1/17,12624548,1.27E+19,15.99,7,1.34E+18,GAMES
US,4/4/17,12624548,4.88E+18,9.99,7,1.34E+18,GAMES
US,4/7/17,12624548,9.22E+18,9.99,7,1.34E+18,GAMES
US,4/5/17,12624548,1.43E+19,19.99,7,1.34E+18,GAMES
US,4/2/17,12624548,7.02E+18,19.99,7,1.34E+18,GAMES
,,12624548,,0,7,3.00E+18,
,,12624549,,0,6,1.57E+19,
,,12624548,,0,10,1.63E+18,
,,12624548,,0,5,8.99E+18,
,,12624549,,0,16,4.89E+18,
KR,4/4/17,12624548,1.82E+19,1.960518,6,1.68E+19,GAMES
,,12624548,,0,1,6.70E+18,
,,12624549,,0,8,6.41E+18,
,,12624549,,0,6,3.52E+18,
JP,4/6/17,12624549,7.75E+18,88.451472,16,1.56E+19,GAMES
JP,4/1/17,12624549,1.76E+19,87.867103,16,1.56E+19,GAMES
,,12624548,,0,8,7.97E+17,
,,12624549,,0,18,1.26E+19,
,,12624548,,0,11,7.21E+18,
,,12624549,,0,3,1.55E+19,
,,12624549,,0,16,5.38E+18,
,,12624548,,0,11,1.10E+19,
,,12624549,,0,5,8.38E+18,
,,12624549,,0,7,2.30E+17,
,,12624549,,0,17,2.47E+18,
,,12624548,,0,8,9.06E+17,
,,12624549,,0,19,8.98E+18,
JP,4/1/17,12624548,2.38E+18,3.227771,13,1.67E+19,GAMES
JP,4/1/17,12624548,1.20E+19,8.607389,13,1.67E+19,GAMES
JP,4/2/17,12624548,1.61E+19,2.151847,13,1.67E+19,GAMES
,,12624548,,0,17,1.37E+18,
JP,4/4/17,12624548,4.05E+18,34.350423,14,4.31E+18,GAMES
JP,4/6/17,12624548,3.72E+18,88.451472,14,4.31E+18,GAMES
JP,4/1/17,12624548,9.79E+16,34.070917,14,4.31E+18,GAMES
JP,4/6/17,12624548,1.60E+19,88.451472,14,4.31E+18,GAMES
,,12624549,,0,7,9.05E+18,
,,12624548,,0,5,1.74E+19,
,,12624549,,0,20,7.08E+18,
,,12624549,,0,15,1.37E+19,
,,12624548,,0,14,1.79E+19,
,,12624548,,0,6,1.68E+19,
,,12624549,,0,11,3.70E+18,
,,12624549,,0,13,1.37E+19,
,,12624548,,0,5,1.49E+19,
,,12624548,,0,14,1.79E+19,
,,12624548,,0,15,4.71E+18,
,,12624549,,0,4,1.78E+19,
,,12624549,,0,4,9.75E+18,
,,12624548,,0,3,4.89E+16,
,,12624548,,0,12,1.70E+19,
,,12624548,,0,1,4.08E+18,
,,12624549,,0,4,1.74E+19,
,,12624548,,0,19,4.02E+18,
,,12624548,,0,14,1.78E+19,
,,12624549,,0,20,1.11E+19,
,,12624549,,0,1,1.78E+19,
JP,4/7/17,12624549,1.61E+19,5.410454,17,1.49E+19,GAMES
,,12624549,,0,9,1.46E+19,
,,12624548,,0,6,1.16E+19,
KR,4/1/17,12624549,1.77E+19,11.175287,14,1.28E+19,GAMES
US,4/2/17,12624548,5.28E+18,1.39,14,3.96E+17,MUSIC
,,12624549,,0,20,1.72E+19,
KR,4/4/17,12624548,6.71E+18,9.802592,8,1.60E+19,GAMES
,,12624549,,0,12,1.30E+19,
,,12624549,,0,16,4.18E+18,
US,4/5/17,12624548,9.31E+18,0.99,7,3.58E+18,GAMES
,,12624549,,0,7,4.66E+18,
,,12624548,,0,10,1.11E+19,
,,12624549,,0,10,4.18E+18,
,,12624548,,0,11,7.54E+17,
,,12624549,,0,15,7.90E+18,
,,12624549,,0,4,4.36E+17,
,,12624548,,0,12,9.08E+18,
,,12624548,,0,7,3.40E+18,
,,12624549,,0,13,1.63E+19,
,,12624549,,0,19,5.68E+18,
,,12624548,,0,8,1.27E+19,
,,12624549,,0,20,1.52E+19,
,,12624549,,0,17,1.62E+19,
ID,4/6/17,12624548,3.69E+18,5.026379,10,6.13E+18,GAMES
ID,4/6/17,12624548,1.02E+18,5.026379,10,6.13E+18,GAMES
,,12624548,,0,11,1.98E+18,
,,12624548,,0,13,1.51E+19,
,,12624548,,0,7,1.52E+19,
,,12624549,,0,3,1.05E+19,
,,12624548,,0,11,1.09E+19,
,,12624548,,0,8,1.62E+19,
,,12624548,,0,5,8.43E+18,
,,12624549,,0,4,3.13E+17,
,,12624548,,0,17,7.07E+18,
,,12624549,,0,15,1.32E+19,
,,12624549,,0,4,9.03E+18,
,,12624548,,0,10,1.83E+19,
,,12624549,,0,13,6.03E+18,
,,12624549,,0,18,7.43E+18,
,,12624548,,0,19,1.75E+19,
,,12624548,,0,15,1.23E+19,
,,12624549,,0,20,7.54E+18,
,,12624549,,0,13,1.12E+19,
,,12624548,,0,13,9.36E+18,
,,12624548,,0,1,1.01E+19,
,,12624549,,0,20,1.68E+19,
,,12624548,,0,19,1.26E+19,
,,12624549,,0,4,8.69E+18,
,,12624548,,0,6,1.52E+19,
,,12624549,,0,11,1.53E+19,
US,4/5/17,12624548,1.48E+18,1.99,20,1.15E+19,GAMES
,,12624548,,0,3,1.61E+19,
,,12624548,,0,20,6.63E+18,
,,12624548,,0,4,1.32E+19,
,,12624549,,0,17,1.00E+19,
,,12624548,,0,3,1.64E+19,
,,12624549,,0,18,1.35E+19,
,,12624549,,0,2,3.52E+18,
,,12624548,,0,4,7.71E+18,
,,12624548,,0,20,1.28E+19,
JP,4/6/17,12624549,5.13E+18,5.415396,18,5.83E+18,GAMES
,,12624549,,0,17,1.33E+19,
,,12624548,,0,1,8.39E+18,
JP,4/3/17,12624548,1.37E+19,2.1695,15,7.64E+18,GAMES
,,12624548,,0,13,1.02E+19,
,,12624548,,0,4,2.75E+18,
,,12624548,,0,14,3.79E+18,
,,12624548,,0,12,1.31E+17,
,,12624549,,0,8,4.10E+17,
,,12624548,,0,1,1.06E+19,
,,12624549,,0,2,1.60E+19,
SE,4/1/17,12624548,9.65E+18,8.379449,12,1.60E+19,GAMES
SE,4/4/17,12624548,3.81E+18,8.331264,12,1.60E+19,GAMES
SE,4/6/17,12624548,1.76E+19,8.323853,12,1.60E+19,GAMES
,,12624549,,0,10,1.91E+18,
,,12624548,,0,13,1.69E+19,
US,4/2/17,12624549,1.13E+18,24.99,8,1.61E+18,GAMES
US,4/2/17,12624549,1.29E+18,4.99,8,1.61E+18,GAMES
,,12624548,,0,19,1.31E+18,
,,12624549,,0,14,1.11E+19,
,,12624548,,0,8,1.20E+19,
,,12624548,,0,4,1.53E+19,
,,12624549,,0,9,1.14E+16,
,,12624549,,0,4,5.18E+18,
,,12624548,,0,11,1.60E+19,
,,12624548,,0,4,1.17E+19,
FR,4/2/17,12624548,5.66E+18,6.392857,18,8.23E+17,GAMES
,,12624548,,0,2,1.23E+19,
,,12624549,,0,14,1.72E+19,
,,12624549,,0,14,1.53E+19,
,,12624548,,0,9,1.18E+18,
,,12624549,,0,16,5.68E+16,
,,12624548,,0,14,7.93E+18,
DE,4/4/17,12624548,1.22E+19,4.25479,13,1.53E+19,GAMES
US,4/6/17,12624549,5.05E+18,99.99,1,8.06E+18,GAMES
US,4/6/17,12624549,8.86E+17,99.99,1,8.06E+18,GAMES
US,4/4/17,12624549,1.71E+18,99.99,1,8.06E+18,GAMES
US,4/1/17,12624549,1.16E+19,99.99,1,8.06E+18,GAMES
,,12624549,,0,15,1.60E+19,
ES,4/3/17,12624549,9.74E+18,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,1.79E+19,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,1.15E+19,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,1.63E+19,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,3.03E+18,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,1.53E+19,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,4.59E+18,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,1.60E+19,1.375776,9,1.95E+18,MUSIC
ES,4/3/17,12624549,1.47E+18,1.375776,9,1.95E+18,MUSIC
,,12624549,,0,16,1.36E+18,
,,12624548,,0,13,7.52E+18,
,,12624548,,0,8,6.30E+17,
,,12624549,,0,16,1.53E+19,
,,12624548,,0,1,3.35E+18,
,,12624548,,0,9,1.47E+19,
,,12624548,,0,20,6.03E+18,
,,12624549,,0,15,9.35E+18,
,,12624548,,0,17,9.66E+18,
,,12624548,,0,9,1.58E+19,
,,12624549,,0,18,1.55E+19,
US,4/3/17,12624548,1.72E+19,79.99,6,1.99E+18,GAMES
,,12624548,,0,17,2.22E+18,
,,12624549,,0,4,1.41E+19,
,,12624549,,0,10,1.36E+19,
,,12624549,,0,5,1.49E+18,
,,12624548,,0,19,1.92E+18,
,,12624548,,0,17,1.78E+19,
,,12624548,,0,9,5.36E+18,
,,12624548,,0,3,1.33E+19,
,,12624549,,0,10,3.99E+18,
,,12624549,,0,14,4.18E+18,
,,12624549,,0,17,1.46E+19,
,,12624549,,0,12,2.96E+18,
,,12624548,,0,11,8.24E+18,
,,12624548,,0,7,1.40E+19,
,,12624548,,0,19,1.84E+19,
,,12624548,,0,15,4.53E+18,
,,12624549,,0,8,1.89E+18,
,,12624548,,0,19,7.88E+17,
,,12624548,,0,13,7.49E+18,
,,12624549,,0,10,4.82E+18,
,,12624549,,0,17,9.69E+18,
CA,4/1/17,12624549,2.89E+18,1.043437,5,1.26E+19,GAMES
,,12624548,,0,19,3.54E+18,
,,12624548,,0,19,8.32E+18,
,,12624548,,0,13,1.34E+19,
,,12624548,,0,14,6.74E+18,
,,12624548,,0,18,7.04E+18,
,,12624548,,0,8,1.16E+19,
,,12624549,,0,17,1.50E+19,
,,12624548,,0,10,1.12E+19,
AU,4/6/17,12624549,5.72E+18,18.858341,9,1.19E+19,GAMES
AU,4/3/17,12624549,3.15E+18,12.919791,9,1.19E+19,GAMES
AU,4/6/17,12624549,5.92E+18,6.029537,9,1.19E+19,GAMES
,,12624549,,0,3,5.03E+18,
,,12624548,,0,3,1.77E+19,
,,12624548,,0,9,3.41E+18,
,,12624548,,0,19,9.77E+16,
,,12624549,,0,7,1.68E+18,
,,12624548,,0,6,1.16E+18,
,,12624549,,0,4,1.36E+19,
,,12624549,,0,20,1.57E+19,
CA,4/5/17,12624549,1.78E+19,10.428702,8,1.42E+19,GAMES
CA,4/5/17,12624549,1.24E+19,5.210624,8,1.42E+19,GAMES
,,12624549,,0,5,3.45E+18,
,,12624548,,0,8,8.51E+18,
,,12624548,,0,13,7.84E+18,
,,12624548,,0,2,9.65E+17,
,,12624549,,0,3,1.47E+19,
,,12624549,,0,14,1.16E+19,
,,12624548,,0,4,1.38E+19,
,,12624548,,0,9,1.30E+19,
,,12624548,,0,20,1.74E+19,
,,12624549,,0,10,8.45E+18,
,,12624548,,0,9,7.93E+18,
,,12624549,,0,6,1.21E+19,
,,12624548,,0,6,3.57E+18,
,,12624548,,0,17,1.17E+19,
US,4/6/17,12624548,1.29E+19,106.99,4,1.17E+19,GAMES
,,12624549,,0,4,1.17E+19,
,,12624548,,0,2,6.58E+18,
,,12624549,,0,2,1.65E+19,
CA,4/6/17,12624549,1.20E+19,2.003946,6,1.08E+19,GAMES
,,12624548,,0,10,1.82E+19,
,,12624549,,0,16,1.03E+19,
,,12624549,,0,7,4.12E+18,
,,12624549,,0,1,1.04E+19,
,,12624549,,0,16,1.04E+19,
,,12624548,,0,1,2.69E+18,
,,12624549,,0,15,1.07E+19,
,,12624548,,0,9,1.72E+19,
,,12624549,,0,11,6.93E+18,
,,12624549,,0,8,8.34E+18,
,,12624548,,0,8,6.48E+18,
,,12624549,,0,18,6.98E+18,
,,12624548,,0,11,1.44E+19,
,,12624548,,0,3,1.74E+19,
,,12624548,,0,5,1.45E+19,
,,12624548,,0,8,4.21E+18,
,,12624549,,0,15,5.98E+18,
,,12624548,,0,12,3.34E+18,
,,12624548,,0,16,1.28E+19,
,,12624548,,0,14,4.56E+18,
,,12624549,,0,9,4.87E+18,
,,12624548,,0,10,3.01E+18,
,,12624549,,0,3,1.02E+19,
,,12624549,,0,18,1.03E+19,
,,12624548,,0,13,3.89E+16,
,,12624548,,0,5,7.74E+18,
,,12624548,,0,17,3.94E+18,
,,12624548,,0,8,1.44E+18,
,,12624548,,0,14,1.11E+19,
US,4/7/17,12624549,1.31E+19,14.99,7,3.90E+18,MUSIC
US,4/4/17,12624549,4.07E+18,19.99,7,3.90E+18,MOVIES
,,12624548,,0,11,6.25E+18,
,,12624548,,0,18,1.30E+18,
,,12624548,,0,20,1.67E+19,
,,12624548,,0,20,1.45E+19,
,,12624549,,0,9,8.20E+18,
,,12624549,,0,16,3.54E+18,
,,12624548,,0,18,1.63E+19,
US,4/4/17,12624548,1.83E+19,19.99,17,1.81E+19,GAMES
US,4/3/17,12624548,2.53E+18,9.99,17,1.81E+19,MUSIC
US,4/5/17,12624548,1.29E+19,1.99,17,1.81E+19,GAMES
,,12624549,,0,15,5.34E+18,
,,12624549,,0,14,1.73E+19,
,,12624548,,0,19,4.17E+18,
,,12624549,,0,4,2.09E+18,
,,12624548,,0,20,1.65E+19,
US,4/4/17,12624549,7.04E+18,9.99,9,9.21E+17,GAMES
US,4/4/17,12624549,1.57E+19,29.99,9,9.21E+17,GAMES
,,12624548,,0,7,9.89E+18,
,,12624549,,0,15,4.19E+18,
,,12624548,,0,19,1.16E+19,
,,12624549,,0,12,4.08E+18,
,,12624549,,0,13,6.93E+18,
,,12624548,,0,19,1.02E+19,
,,12624549,,0,4,1.06E+19,
,,12624548,,0,4,1.77E+19,
,,12624549,,0,5,1.48E+19,
,,12624549,,0,6,1.57E+18,
,,12624548,,0,2,1.31E+19,
US,4/1/17,12624549,2.91E+18,1.37,18,8.59E+17,MUSIC
DE,4/2/17,12624548,1.49E+19,0.73588,15,1.83E+19,MUSIC
,,12624548,,0,15,1.65E+19,
,,12624548,,0,17,1.13E+19,
,,12624549,,0,16,5.75E+18,
,,12624548,,0,6,3.84E+18,
,,12624548,,0,14,1.19E+19,
,,12624549,,0,1,1.48E+19,
,,12624549,,0,18,5.22E+18,
,,12624549,,0,7,1.79E+19,
,,12624549,,0,8,1.30E+19,
,,12624549,,0,14,1.75E+19,
,,12624549,,0,12,1.82E+19,
,,12624549,,0,1,8.25E+18,
,,12624548,,0,7,8.39E+18,
,,12624548,,0,3,9.52E+18,
,,12624548,,0,17,1.25E+19,
,,12624549,,0,13,1.03E+19,
,,12624549,,0,8,1.57E+19,
,,12624548,,0,6,1.21E+19,
,,12624549,,0,13,6.88E+18,
,,12624548,,0,12,1.68E+19,
,,12624548,,0,14,1.70E+19,
DE,4/2/17,12624548,1.15E+19,1.055828,7,7.12E+18,GAMES
,,12624548,,0,15,6.12E+18,
,,12624549,,0,7,6.31E+18,
,,12624549,,0,3,1.16E+19,
,,12624549,,0,4,6.38E+18,
,,12624549,,0,18,7.57E+18,
ID,4/6/17,12624549,1.49E+19,11.178068,8,8.52E+18,GAMES
,,12624549,,0,7,1.12E+19,
,,12624549,,0,11,9.82E+18,
,,12624549,,0,14,6.95E+18,
,,12624549,,0,19,1.31E+19,
,,12624548,,0,2,6.57E+18,
,,12624548,,0,19,1.15E+19,
,,12624548,,0,19,2.32E+18,
,,12624549,,0,17,1.19E+19,
,,12624548,,0,12,1.81E+19,
JP,4/3/17,12624548,1.02E+19,0.900205,5,1.14E+19,GAMES
,,12624549,,0,11,1.44E+19,
,,12624549,,0,7,1.15E+19,
,,12624548,,0,18,9.58E+18,
,,12624549,,0,17,9.54E+18,
,,12624548,,0,4,1.33E+19,
,,12624548,,0,3,1.72E+19,
,,12624548,,0,3,1.77E+19,
,,12624548,,0,16,4.77E+18,
,,12624549,,0,5,1.41E+19,
FR,4/4/17,12624548,3.35E+18,10.652972,13,7.26E+18,GAMES
FR,4/3/17,12624548,3.66E+17,5.321802,13,7.26E+18,GAMES
FR,4/7/17,12624548,1.65E+19,10.599031,13,7.26E+18,GAMES
FR,4/4/17,12624548,1.64E+19,5.321154,13,7.26E+18,GAMES
FR,4/5/17,12624548,2.95E+18,3.830112,13,7.26E+18,GAMES
FR,4/7/17,12624548,9.80E+18,1.050354,13,7.26E+18,GAMES
FR,4/6/17,12624548,6.37E+18,4.250279,13,7.26E+18,GAMES
KR,4/1/17,12624548,5.06E+18,5.587196,18,1.36E+19,GAMES
,,12624548,,0,16,1.17E+19,
BR,4/3/17,12624549,9.24E+18,4.487765,18,1.63E+19,GAMES
BR,4/3/17,12624549,1.48E+18,3.365022,18,1.63E+19,GAMES
BR,4/3/17,12624549,7.31E+18,4.487765,18,1.63E+19,GAMES
,,12624549,,0,13,4.73E+18,
,,12624549,,0,16,1.65E+19,
,,12624549,,0,12,9.77E+18,
,,12624548,,0,10,1.77E+19,
,,12624548,,0,20,6.08E+18,
,,12624548,,0,16,3.50E+18,
,,12624549,,0,18,1.81E+18,
,,12624548,,0,6,1.35E+19,
,,12624548,,0,7,1.79E+19,
,,12624549,,0,1,5.15E+18,
