country,date,experiment_id,order_id,spend_usd,user_bucket,user_id,vertical
,,12624549,,0,6,1.23E+19,
,,12624548,,0,19,1.33E+19,
GB,4/5/17,12624549,1.39E+19,2.483034,13,5.01E+18,GAMES
GB,4/5/17,12624549,1.10E+19,1.235278,13,5.01E+18,GAMES
GB,4/5/17,12624549,4.75E+18,1.235278,13,5.01E+18,GAMES
GB,4/2/17,12624549,7.54E+18,1.23901,13,5.01E+18,GAMES
GB,4/5/17,12624549,4.06E+18,1.235278,13,5.01E+18,GAMES
GB,4/5/17,12624549,9.17E+18,1.235278,13,5.01E+18,GAMES
GB,4/5/17,12624549,1.03E+19,1.235278,13,5.01E+18,GAMES
GB,4/2/17,12624549,1.25E+19,1.23901,13,5.01E+18,GAMES
GB,4/5/17,12624549,1.70E+19,1.235278,13,5.01E+18,GAMES
,,12624548,,0,6,4.90E+18,
,,12624548,,0,8,7.92E+18,
GB,4/7/17,12624548,1.26E+19,1.227362,8,8.47E+18,MUSIC
GB,4/1/17,12624548,1.33E+17,1.23901,8,8.47E+18,MUSIC
GB,4/1/17,12624548,1.32E+19,1.23901,8,8.47E+18,MUSIC
,,12624549,,0,5,1.74E+18,
,,12624549,,0,14,1.40E+19,
,,12624548,,0,15,1.62E+19,
,,12624548,,0,18,1.76E+19,
,,12624549,,0,8,1.01E+19,
,,12624549,,0,4,1.74E+19,
,,12624549,,0,4,3.87E+18,
,,12624548,,0,6,1.60E+19,
,,12624549,,0,10,1.74E+19,
,,12624549,,0,3,1.24E+18,
,,12624549,,0,12,7.15E+18,
,,12624549,,0,4,7.92E+18,
,,12624549,,0,6,8.02E+18,
JP,4/1/17,12624548,2.26E+18,12.552443,18,1.57E+19,GAMES
,,12624548,,0,19,1.14E+19,
US,4/2/17,12624549,1.77E+19,0.99,14,7.60E+18,GAMES
,,12624549,,0,20,1.32E+19,
US,4/3/17,12624549,1.07E+19,5.99,13,9.83E+18,GAMES
US,4/3/17,12624549,8.71E+18,12.99,13,9.83E+18,GAMES
,,12624549,,0,6,1.24E+18,
,,12624548,,0,19,9.41E+18,
GB,4/5/17,12624549,6.13E+18,7.474058,7,7.06E+18,GAMES
GB,4/5/17,12624549,1.17E+19,2.483034,7,7.06E+18,GAMES
GB,4/6/17,12624549,2.64E+18,2.481801,7,7.06E+18,GAMES
GB,4/7/17,12624549,1.52E+19,2.467122,7,7.06E+18,GAMES
,,12624549,,0,17,7.92E+18,
,,12624549,,0,10,1.04E+19,
,,12624548,,0,15,2.30E+18,
,,12624549,,0,4,1.93E+18,
,,12624548,,0,11,1.20E+19,
JP,4/5/17,12624549,1.77E+19,2.165202,5,1.30E+19,GAMES
JP,4/5/17,12624549,1.61E+17,2.165202,5,1.30E+19,GAMES
JP,4/2/17,12624549,9.76E+18,2.151847,5,1.30E+19,GAMES
JP,4/5/17,12624549,1.67E+19,2.165202,5,1.30E+19,GAMES
,,12624549,,0,18,5.87E+18,
,,12624549,,0,20,1.24E+19,
,,12624548,,0,9,6.02E+18,
,,12624548,,0,6,8.02E+18,
,,12624549,,0,7,9.38E+18,
,,12624548,,0,12,5.75E+18,
,,12624549,,0,15,3.85E+18,
,,12624548,,0,8,3.04E+18,
,,12624549,,0,4,2.82E+18,
,,12624548,,0,2,6.01E+18,
,,12624549,,0,10,8.23E+18,
,,12624549,,0,17,1.06E+19,
,,12624549,,0,19,6.75E+18,
,,12624548,,0,1,2.83E+18,
,,12624548,,0,15,1.79E+19,
,,12624548,,0,4,3.11E+18,
,,12624549,,0,5,9.14E+18,
,,12624548,,0,12,1.84E+19,
,,12624548,,0,4,6.13E+18,
,,12624549,,0,18,1.67E+19,
,,12624548,,0,10,1.53E+18,
US,4/2/17,12624549,7.98E+18,4.99,2,1.03E+19,GAMES
,,12624549,,0,8,4.41E+18,
,,12624548,,0,2,1.12E+19,
,,12624549,,0,12,8.00E+17,
,,12624549,,0,12,1.54E+19,
,,12624549,,0,19,1.58E+18,
,,12624549,,0,12,4.98E+17,
,,12624549,,0,17,6.67E+18,
,,12624549,,0,15,1.37E+19,
,,12624548,,0,17,9.01E+18,
,,12624549,,0,5,6.63E+18,
,,12624549,,0,20,1.57E+19,
,,12624549,,0,19,1.58E+19,
,,12624549,,0,2,5.45E+18,
,,12624548,,0,3,1.60E+19,
,,12624549,,0,5,1.72E+19,
,,12624548,,0,15,1.60E+19,
,,12624549,,0,2,6.26E+18,
,,12624549,,0,10,5.22E+18,
US,4/2/17,12624549,1.03E+19,0.99,20,1.28E+19,GAMES
US,4/1/17,12624549,9.59E+18,0.99,20,1.28E+19,GAMES
US,4/6/17,12624549,3.68E+17,19.99,20,1.28E+19,GAMES
US,4/6/17,12624549,1.39E+19,9.99,20,1.28E+19,GAMES
US,4/4/17,12624549,1.39E+19,0.99,20,1.28E+19,GAMES
,,12624549,,0,11,1.65E+19,
,,12624549,,0,6,1.43E+19,
,,12624549,,0,14,7.88E+18,
,,12624548,,0,16,1.58E+19,
,,12624548,,0,7,4.82E+18,
,,12624549,,0,12,1.61E+19,
,,12624549,,0,18,1.93E+18,
,,12624548,,0,3,3.30E+18,
,,12624549,,0,5,5.86E+18,
,,12624548,,0,14,1.12E+19,
,,12624548,,0,16,5.55E+18,
,,12624548,,0,12,1.31E+19,
,,12624549,,0,4,1.79E+19,
,,12624548,,0,11,9.65E+18,
,,12624549,,0,15,5.99E+18,
US,4/3/17,12624548,9.75E+18,0.99,9,1.58E+19,GAMES
US,4/3/17,12624548,6.10E+18,0.99,9,1.58E+19,GAMES
US,4/3/17,12624548,5.15E+18,0.99,9,1.58E+19,GAMES
,,12624549,,0,1,1.28E+18,
,,12624548,,0,3,6.83E+18,
,,12624548,,0,3,1.90E+18,
,,12624549,,0,13,1.29E+17,
US,4/7/17,12624549,3.46E+18,9.99,8,6.13E+17,GAMES
,,12624548,,0,6,1.29E+19,
,,12624549,,0,12,1.74E+19,
,,12624548,,0,5,9.22E+18,
,,12624549,,0,4,2.23E+18,
,,12624548,,0,10,3.25E+18,
,,12624548,,0,3,6.19E+18,
,,12624549,,0,4,1.17E+19,
,,12624548,,0,13,1.14E+19,
,,12624548,,0,12,3.15E+18,
,,12624549,,0,7,1.13E+19,
,,12624549,,0,17,1.54E+19,
DE,4/5/17,12624549,1.76E+19,2.123098,13,5.96E+18,GAMES
,,12624549,,0,4,9.40E+18,
,,12624549,,0,13,1.41E+19,
,,12624548,,0,6,1.64E+19,
,,12624549,,0,18,4.81E+18,
,,12624548,,0,20,1.10E+19,
,,12624549,,0,5,1.29E+19,
,,12624549,,0,3,2.35E+18,
,,12624548,,0,7,1.37E+19,
,,12624549,,0,17,6.13E+18,
,,12624549,,0,8,1.27E+19,
,,12624549,,0,14,1.26E+19,
,,12624549,,0,11,8.91E+18,
,,12624549,,0,19,7.00E+18,
,,12624549,,0,18,1.42E+19,
,,12624548,,0,18,6.57E+18,
,,12624548,,0,18,1.21E+19,
,,12624549,,0,7,1.01E+19,
,,12624549,,0,7,1.28E+19,
,,12624548,,0,14,1.17E+19,
,,12624549,,0,4,1.00E+19,
,,12624549,,0,14,1.50E+19,
,,12624548,,0,13,6.19E+18,
,,12624548,,0,6,6.48E+18,
,,12624548,,0,12,1.48E+19,
,,12624549,,0,15,1.33E+19,
,,12624549,,0,2,5.21E+18,
,,12624549,,0,11,1.59E+19,
,,12624549,,0,2,8.85E+18,
,,12624548,,0,19,1.06E+17,
,,12624548,,0,4,1.73E+19,
,,12624548,,0,4,1.53E+19,
,,12624549,,0,9,1.25E+19,
,,12624548,,0,11,1.65E+19,
,,12624548,,0,4,1.75E+19,
,,12624548,,0,9,1.89E+18,
,,12624548,,0,3,7.45E+18,
,,12624548,,0,9,5.17E+17,
,,12624549,,0,20,1.36E+19,
,,12624548,,0,17,1.05E+19,
,,12624549,,0,18,2.06E+18,
FI,4/6/17,12624549,1.34E+19,3.29157,10,1.51E+19,GAMES
,,12624549,,0,9,1.31E+18,
,,12624548,,0,5,9.91E+18,
,,12624548,,0,6,5.38E+18,
,,12624548,,0,16,4.53E+18,
,,12624548,,0,5,1.06E+19,
,,12624549,,0,2,9.49E+18,
,,12624548,,0,7,8.62E+18,
,,12624549,,0,2,1.33E+19,
,,12624548,,0,10,4.25E+18,
,,12624548,,0,10,1.42E+19,
,,12624548,,0,17,5.51E+18,
,,12624548,,0,15,8.72E+18,
,,12624549,,0,18,2.50E+18,
,,12624549,,0,1,2.24E+18,
,,12624548,,0,3,6.70E+18,
,,12624548,,0,20,5.73E+18,
JP,4/4/17,12624549,5.85E+18,5.604542,11,1.70E+19,GAMES
,,12624549,,0,11,1.54E+19,
,,12624548,,0,16,1.81E+19,
,,12624548,,0,20,1.67E+19,
US,4/7/17,12624549,2.49E+18,6.99,10,8.79E+18,GAMES
,,12624549,,0,7,1.17E+19,
,,12624549,,0,15,2.06E+18,
,,12624549,,0,13,1.95E+18,
,,12624549,,0,6,1.01E+19,
,,12624548,,0,19,8.35E+18,
,,12624549,,0,5,1.23E+19,
,,12624549,,0,12,1.58E+18,
,,12624549,,0,2,1.00E+19,
,,12624549,,0,15,6.33E+18,
,,12624548,,0,1,1.47E+19,
,,12624549,,0,8,1.66E+19,
,,12624549,,0,19,8.16E+18,
,,12624548,,0,20,1.30E+19,
,,12624549,,0,18,1.21E+19,
,,12624548,,0,4,1.08E+19,
,,12624548,,0,6,1.48E+19,
,,12624549,,0,15,8.63E+18,
,,12624548,,0,8,9.38E+18,
,,12624548,,0,11,1.52E+19,
HK,4/2/17,12624548,1.56E+19,1.08,9,9.24E+18,GAMES
HK,4/5/17,12624548,1.09E+19,18.04,9,9.24E+18,GAMES
,,12624548,,0,15,2.24E+18,
,,12624549,,0,9,1.57E+19,
,,12624549,,0,8,3.95E+18,
,,12624548,,0,17,1.54E+19,
,,12624549,,0,5,1.07E+19,
,,12624549,,0,19,5.19E+17,
,,12624548,,0,12,1.54E+19,
,,12624548,,0,20,8.68E+17,
IT,4/6/17,12624549,7.35E+18,1.05458,8,1.81E+19,GAMES
IT,4/1/17,12624549,5.54E+18,5.325602,8,1.81E+19,GAMES
,,12624549,,0,5,1.24E+19,
,,12624549,,0,5,1.24E+19,
,,12624549,,0,2,1.13E+19,
,,12624548,,0,19,1.66E+19,
,,12624549,,0,7,2.35E+18,
,,12624549,,0,16,5.25E+18,
,,12624549,,0,9,9.72E+18,
,,12624548,,0,4,1.23E+19,
,,12624548,,0,5,1.03E+19,
,,12624548,,0,4,1.17E+19,
,,12624548,,0,15,3.48E+18,
,,12624548,,0,19,1.07E+19,
,,12624549,,0,9,4.55E+18,
,,12624548,,0,14,1.04E+19,
,,12624549,,0,13,1.27E+19,
,,12624548,,0,1,1.11E+19,
,,12624549,,0,17,1.68E+19,
,,12624549,,0,10,1.18E+19,
,,12624548,,0,10,1.70E+19,
,,12624548,,0,17,1.19E+19,
,,12624548,,0,5,7.74E+18,
,,12624548,,0,14,7.67E+18,
,,12624548,,0,15,1.49E+19,
,,12624549,,0,15,1.10E+19,
,,12624549,,0,13,1.71E+19,
,,12624548,,0,4,4.98E+18,
,,12624548,,0,16,1.06E+19,
,,12624548,,0,12,1.22E+19,
,,12624549,,0,19,4.69E+18,
,,12624549,,0,13,6.28E+18,
,,12624548,,0,17,8.25E+18,
,,12624548,,0,20,5.84E+18,
,,12624549,,0,8,1.04E+19,
,,12624549,,0,5,1.02E+18,
,,12624548,,0,5,6.03E+18,
,,12624548,,0,8,1.57E+19,
,,12624549,,0,10,1.61E+19,
,,12624548,,0,19,5.25E+18,
,,12624549,,0,10,7.83E+18,
,,12624549,,0,10,1.41E+19,
,,12624549,,0,5,9.15E+18,
,,12624549,,0,1,6.09E+18,
,,12624548,,0,11,1.11E+19,
US,4/4/17,12624548,1.64E+19,1.99,8,1.77E+18,GAMES
US,4/5/17,12624548,2.35E+18,6.99,8,1.77E+18,GAMES
,,12624548,,0,9,2.02E+18,
,,12624549,,0,10,9.64E+18,
,,12624549,,0,6,8.83E+18,
JP,4/5/17,12624549,8.39E+18,1.082601,20,1.19E+18,GAMES
JP,4/1/17,12624549,1.13E+19,4.303694,20,1.19E+18,GAMES
JP,4/1/17,12624549,1.23E+19,1.075923,20,1.19E+18,GAMES
JP,4/1/17,12624549,1.57E+19,4.303694,20,1.19E+18,GAMES
JP,4/7/17,12624549,1.20E+19,1.08209,20,1.19E+18,GAMES
JP,4/2/17,12624549,3.14E+18,1.075923,20,1.19E+18,GAMES
,,12624549,,0,17,7.47E+18,
,,12624549,,0,18,1.34E+19,
,,12624549,,0,12,1.10E+19,
,,12624548,,0,16,1.39E+18,
,,12624548,,0,12,6.99E+18,
,,12624548,,0,1,1.35E+19,
,,12624549,,0,16,5.89E+18,
,,12624549,,0,15,1.33E+19,
GB,4/4/17,12624549,8.47E+18,7.452244,9,1.69E+19,GAMES
,,12624548,,0,14,1.42E+19,
,,12624549,,0,3,1.63E+19,
,,12624548,,0,10,1.19E+19,
,,12624548,,0,13,7.67E+18,
,,12624548,,0,20,8.84E+18,
,,12624548,,0,19,1.86E+18,
,,12624549,,0,11,6.10E+18,
,,12624548,,0,7,1.38E+19,
,,12624548,,0,18,1.63E+19,
,,12624549,,0,1,5.64E+18,
JP,4/1/17,12624549,5.83E+18,6.455542,4,1.18E+19,GAMES
JP,4/5/17,12624549,5.99E+18,6.495606,4,1.18E+19,GAMES
,,12624548,,0,19,3.38E+17,
,,12624548,,0,20,9.28E+18,
,,12624549,,0,2,1.16E+19,
,,12624549,,0,7,1.52E+17,
,,12624549,,0,1,1.19E+18,
,,12624548,,0,15,4.59E+18,
,,12624548,,0,20,2.43E+18,
,,12624548,,0,11,1.16E+19,
,,12624549,,0,2,7.70E+18,
,,12624549,,0,1,4.80E+18,
,,12624548,,0,17,1.42E+19,
,,12624548,,0,15,1.10E+19,
,,12624549,,0,1,2.07E+18,
,,12624549,,0,12,4.39E+18,
,,12624548,,0,19,1.22E+19,
,,12624548,,0,6,1.57E+17,
,,12624548,,0,6,5.05E+18,
,,12624548,,0,11,5.14E+18,
,,12624548,,0,15,8.62E+18,
,,12624549,,0,5,6.23E+17,
,,12624549,,0,5,6.39E+18,
,,12624549,,0,10,2.09E+18,
US,4/6/17,12624549,6.93E+18,29.99,20,7.81E+18,GAMES
,,12624548,,0,2,1.29E+19,
,,12624549,,0,16,1.82E+19,
,,12624549,,0,7,6.88E+18,
,,12624549,,0,11,9.33E+18,
DE,4/6/17,12624549,1.52E+19,3.172282,13,1.18E+19,GAMES
DE,4/6/17,12624549,1.22E+19,4.233246,13,1.18E+19,GAMES
,,12624549,,0,11,4.51E+18,
,,12624549,,0,14,9.39E+18,
,,12624548,,0,17,5.36E+18,
,,12624548,,0,3,1.63E+19,
,,12624548,,0,7,1.80E+19,
,,12624549,,0,18,7.15E+18,
,,12624548,,0,13,1.57E+19,
,,12624548,,0,3,1.45E+19,
,,12624549,,0,2,1.27E+19,
,,12624549,,0,2,1.35E+19,
,,12624549,,0,14,6.64E+18,
,,12624548,,0,1,5.54E+18,
,,12624549,,0,19,1.24E+19,
,,12624548,,0,1,1.55E+19,
,,12624549,,0,9,1.67E+19,
IE,4/2/17,12624549,5.31E+18,7.460112,5,1.08E+19,GAMES
IT,4/3/17,12624549,1.59E+19,5.321802,10,1.56E+19,GAMES
,,12624548,,0,11,1.57E+19,
US,4/2/17,12624548,5.75E+18,20,9,9.50E+18,GAMES
,,12624549,,0,16,9.54E+18,
,,12624548,,0,8,4.37E+18,
,,12624549,,0,17,7.92E+18,
,,12624548,,0,8,4.06E+18,
US,4/3/17,12624548,1.01E+19,5.99,6,1.71E+19,GAMES
,,12624548,,0,16,9.06E+18,
,,12624549,,0,6,7.86E+18,
,,12624548,,0,9,1.63E+18,
,,12624549,,0,11,2.81E+18,
JP,4/1/17,12624548,3.78E+18,3.227771,18,4.20E+18,GAMES
JP,4/1/17,12624548,7.51E+18,5.379618,18,4.20E+18,GAMES
JP,4/1/17,12624548,1.41E+19,53.796185,18,4.20E+18,GAMES
JP,4/4/17,12624548,1.66E+19,21.695004,18,4.20E+18,GAMES
JP,4/1/17,12624548,2.81E+17,3.227771,18,4.20E+18,GAMES
JP,4/1/17,12624548,1.22E+19,53.796185,18,4.20E+18,GAMES
JP,4/4/17,12624548,6.64E+18,5.423751,18,4.20E+18,GAMES
,,12624549,,0,19,1.39E+18,
,,12624549,,0,14,3.57E+18,
,,12624549,,0,17,5.84E+17,
,,12624549,,0,18,1.96E+18,
,,12624549,,0,16,1.12E+19,
,,12624549,,0,14,1.06E+19,
,,12624549,,0,3,1.53E+19,
,,12624549,,0,13,2.70E+18,
,,12624548,,0,3,7.29E+18,
,,12624549,,0,14,1.46E+19,
,,12624549,,0,9,1.30E+18,
,,12624549,,0,17,1.22E+19,
,,12624548,,0,7,1.36E+19,
US,4/4/17,12624549,2.24E+18,6.99,15,1.70E+19,GAMES
,,12624548,,0,11,1.30E+19,
,,12624549,,0,18,1.71E+19,
,,12624548,,0,7,8.86E+17,
,,12624549,,0,10,5.73E+18,
,,12624549,,0,2,1.30E+19,
,,12624548,,0,9,1.43E+19,
,,12624548,,0,5,5.46E+17,
,,12624548,,0,6,1.07E+18,
,,12624548,,0,8,1.24E+19,
US,4/3/17,12624549,1.19E+19,9.99,8,6.25E+18,GAMES
US,4/7/17,12624549,8.61E+18,1.99,8,6.25E+18,GAMES
US,4/1/17,12624549,4.90E+18,9.99,8,6.25E+18,GAMES
,,12624548,,0,13,1.34E+19,
US,4/1/17,12624548,9.21E+18,5.49,5,1.09E+19,GAMES
US,4/7/17,12624548,7.24E+17,3.14,5,1.09E+19,GAMES
KR,4/1/17,12624549,1.40E+19,9.835039,18,1.46E+19,GAMES
,,12624549,,0,19,5.53E+18,
,,12624549,,0,13,1.52E+19,
,,12624548,,0,5,9.48E+18,
,,12624549,,0,20,8.20E+18,
,,12624548,,0,20,1.07E+19,
,,12624548,,0,8,1.77E+19,
,,12624549,,0,18,6.91E+18,
US,4/5/17,12624548,1.52E+19,2.99,17,7.46E+18,GAMES
,,12624548,,0,14,3.77E+18,
,,12624549,,0,12,1.29E+17,
,,12624549,,0,4,1.63E+18,
,,12624548,,0,18,7.29E+18,
,,12624548,,0,6,4.35E+18,
,,12624549,,0,2,7.90E+18,
,,12624548,,0,6,2.78E+18,
,,12624548,,0,5,5.32E+18,
,,12624548,,0,1,8.54E+18,
,,12624548,,0,20,9.97E+18,
,,12624548,,0,1,1.65E+19,
,,12624548,,0,8,1.25E+19,
,,12624548,,0,18,1.73E+19,
,,12624548,,0,5,6.83E+18,
,,12624548,,0,15,1.47E+19,
,,12624549,,0,3,1.17E+19,
,,12624548,,0,6,9.22E+18,
,,12624549,,0,4,6.76E+18,
,,12624548,,0,12,1.33E+19,
,,12624549,,0,3,8.94E+18,
,,12624548,,0,6,1.44E+19,
,,12624549,,0,9,8.02E+18,
,,12624548,,0,7,4.02E+18,
DE,4/1/17,12624549,8.85E+18,8.527367,11,1.59E+19,GAMES
KR,4/5/17,12624549,1.21E+19,24.447448,14,8.11E+17,GAMES
,,12624549,,0,4,1.77E+19,
,,12624549,,0,9,1.47E+18,
,,12624548,,0,1,8.92E+18,
,,12624548,,0,16,8.93E+18,
,,12624548,,0,7,7.92E+18,
US,4/3/17,12624549,2.31E+18,1.06,6,7.44E+18,MUSIC
US,4/5/17,12624549,7.47E+18,1.06,6,7.44E+18,MUSIC
,,12624549,,0,13,8.60E+18,
,,12624548,,0,13,7.35E+18,
,,12624549,,0,15,1.74E+19,
,,12624548,,0,2,6.48E+18,
,,12624549,,0,17,3.73E+18,
,,12624549,,0,1,6.62E+18,
US,4/4/17,12624548,8.93E+18,26.99,8,1.58E+19,GAMES
US,4/4/17,12624548,1.69E+19,1.99,8,1.58E+19,GAMES
JP,4/7/17,12624549,2.36E+18,54.104547,4,1.78E+19,GAMES
,,12624548,,0,2,5.50E+18,
,,12624548,,0,6,1.07E+19,
,,12624548,,0,9,9.61E+17,
,,12624549,,0,10,3.94E+18,
,,12624549,,0,20,4.73E+18,
,,12624549,,0,6,1.53E+19,
,,12624548,,0,11,1.29E+19,
,,12624549,,0,19,7.12E+18,
,,12624548,,0,20,1.51E+19,
,,12624548,,0,7,1.79E+19,
,,12624549,,0,5,3.98E+18,
DE,4/5/17,12624548,8.25E+18,5.323749,9,9.46E+18,GAMES
,,12624548,,0,11,3.62E+18,
,,12624548,,0,10,1.62E+19,
,,12624548,,0,3,1.60E+19,
,,12624549,,0,3,1.43E+18,
US,4/1/17,12624548,1.11E+19,14.99,2,1.71E+19,GAMES
,,12624549,,0,9,1.05E+19,
,,12624548,,0,18,3.42E+18,
,,12624549,,0,12,1.57E+19,
,,12624549,,0,14,1.16E+19,
,,12624548,,0,18,1.26E+19,
,,12624549,,0,19,1.08E+18,
,,12624548,,0,15,4.69E+18,
,,12624548,,0,1,1.07E+19,
,,12624549,,0,5,1.35E+19,
,,12624548,,0,13,8.64E+18,
,,12624549,,0,13,6.51E+18,
,,12624549,,0,2,5.48E+18,
,,12624548,,0,19,1.06E+19,
,,12624548,,0,11,1.45E+19,
,,12624549,,0,18,1.73E+19,
,,12624549,,0,1,1.71E+19,
,,12624549,,0,2,4.52E+18,
US,4/5/17,12624548,1.20E+19,0.99,11,1.39E+19,GAMES
,,12624548,,0,15,1.70E+19,
,,12624549,,0,5,1.42E+17,
,,12624549,,0,18,7.48E+18,
,,12624549,,0,13,3.87E+18,
,,12624548,,0,14,2.46E+18,
,,12624549,,0,10,1.01E+19,
,,12624549,,0,4,1.03E+19,
,,12624549,,0,5,1.41E+19,
,,12624548,,0,17,1.11E+19,
,,12624548,,0,14,6.82E+18,
,,12624548,,0,2,7.96E+18,
,,12624549,,0,16,1.26E+19,
,,12624549,,0,19,1.57E+19,
,,12624548,,0,14,1.19E+19,
,,12624548,,0,11,5.04E+18,
,,12624549,,0,16,1.62E+19,
,,12624548,,0,10,9.07E+18,
,,12624548,,0,4,1.55E+19,
FR,4/1/17,12624548,1.34E+19,1.056582,15,5.88E+18,GAMES
,,12624549,,0,20,1.20E+19,
,,12624549,,0,9,3.28E+18,
,,12624548,,0,7,4.71E+18,
,,12624548,,0,7,1.66E+19,
,,12624548,,0,19,4.82E+18,
,,12624549,,0,9,1.13E+19,
,,12624549,,0,14,3.15E+18,
,,12624549,,0,14,9.18E+18,
,,12624548,,0,13,1.25E+19,
,,12624549,,0,1,3.03E+18,
,,12624549,,0,10,1.14E+19,
,,12624549,,0,3,1.21E+19,
,,12624548,,0,11,1.70E+19,
,,12624549,,0,15,1.23E+19,
,,12624549,,0,13,1.35E+19,
CA,4/7/17,12624548,1.60E+19,8.352342,7,1.71E+19,GAMES
,,12624549,,0,10,9.80E+18,
US,4/3/17,12624549,1.03E+19,4.99,19,8.94E+17,GAMES
US,4/4/17,12624549,3.09E+17,0.99,19,8.94E+17,GAMES
US,4/3/17,12624549,2.10E+18,0.99,19,8.94E+17,GAMES
GB,4/2/17,12624548,1.51E+19,5.994806,12,6.81E+18,GAMES
GB,4/6/17,12624548,1.13E+19,3.604224,12,6.81E+18,GAMES
,,12624549,,0,12,9.46E+18,
,,12624548,,0,12,1.00E+19,
,,12624548,,0,8,1.44E+18,
,,12624549,,0,2,1.71E+19,
JP,4/6/17,12624548,1.39E+19,5.415396,18,3.66E+18,GAMES
,,12624548,,0,9,1.43E+19,
,,12624548,,0,2,6.32E+17,
,,12624548,,0,1,5.84E+18,
,,12624548,,0,7,7.26E+18,
,,12624548,,0,10,9.54E+18,
,,12624548,,0,17,1.01E+18,
JP,4/1/17,12624548,7.90E+18,1.075923,5,6.53E+18,GAMES
JP,4/7/17,12624548,1.10E+19,4.328363,5,6.53E+18,GAMES
,,12624548,,0,12,1.75E+19,
,,12624548,,0,20,1.70E+17,
,,12624548,,0,2,5.77E+18,
,,12624548,,0,3,1.22E+19,
,,12624548,,0,18,3.33E+18,
,,12624548,,0,20,5.27E+18,
,,12624549,,0,4,1.07E+19,
,,12624548,,0,19,5.23E+18,
,,12624549,,0,1,3.12E+17,
,,12624549,,0,5,1.76E+19,
,,12624549,,0,1,1.60E+19,
,,12624549,,0,7,4.26E+17,
,,12624548,,0,14,1.68E+18,
,,12624549,,0,1,3.21E+18,
,,12624549,,0,5,1.20E+19,
,,12624548,,0,2,3.71E+18,
,,12624549,,0,6,1.03E+19,
,,12624549,,0,4,1.23E+19,
,,12624549,,0,4,1.31E+18,
PT,4/4/17,12624548,1.54E+19,1.055699,3,1.45E+19,GAMES
PT,4/5/17,12624548,1.26E+19,1.056214,3,1.45E+19,GAMES
PT,4/6/17,12624548,3.11E+18,1.05458,3,1.45E+19,GAMES
PT,4/7/17,12624548,1.29E+19,1.050354,3,1.45E+19,GAMES
PT,4/5/17,12624548,1.38E+19,1.056214,3,1.45E+19,GAMES
PT,4/7/17,12624548,1.35E+19,1.050354,3,1.45E+19,GAMES
PT,4/3/17,12624548,9.99E+18,2.122063,3,1.45E+19,GAMES
,,12624549,,0,7,1.45E+19,
,,12624548,,0,9,8.46E+18,
,,12624548,,0,8,1.68E+19,
,,12624549,,0,2,3.05E+18,
,,12624548,,0,6,1.02E+19,
,,12624549,,0,14,1.84E+19,
,,12624549,,0,14,1.21E+19,
,,12624548,,0,10,5.75E+17,
,,12624549,,0,2,6.12E+18,
,,12624548,,0,5,1.69E+19,
,,12624548,,0,1,7.69E+18,
US,4/4/17,12624548,3.39E+17,19.99,18,1.34E+19,GAMES
US,4/3/17,12624548,8.53E+18,19.99,18,1.34E+19,GAMES
,,12624549,,0,3,1.14E+19,
IE,4/2/17,12624549,9.70E+18,2.166527,14,1.15E+17,GAMES
,,12624548,,0,9,5.52E+18,
,,12624549,,0,5,1.70E+19,
,,12624549,,0,10,5.36E+18,
,,12624549,,0,3,4.97E+17,
,,12624548,,0,19,1.20E+18,
,,12624548,,0,20,9.36E+18,
,,12624548,,0,4,2.86E+18,
,,12624549,,0,15,1.95E+18,
,,12624548,,0,19,6.67E+18,
,,12624548,,0,12,9.07E+18,
,,12624548,,0,9,8.78E+18,
,,12624549,,0,1,1.41E+19,
US,4/4/17,12624549,2.25E+18,2.15,13,1.62E+19,GAMES
,,12624549,,0,1,7.73E+18,
,,12624549,,0,14,2.34E+17,
,,12624549,,0,4,5.44E+18,
US,4/7/17,12624548,8.91E+18,4.99,13,8.04E+18,GAMES
,,12624548,,0,10,2.57E+18,
,,12624549,,0,3,4.15E+18,
,,12624549,,0,2,1.83E+19,
,,12624548,,0,1,8.84E+18,
,,12624549,,0,13,1.23E+19,
,,12624549,,0,15,7.55E+18,
,,12624548,,0,20,1.66E+19,
,,12624548,,0,16,1.32E+19,
GB,4/2/17,12624548,5.31E+18,1.113857,18,1.35E+19,GAMES
GB,4/3/17,12624548,1.37E+19,18.565868,18,1.35E+19,GAMES
GB,4/1/17,12624548,4.62E+18,18.597667,18,1.35E+19,GAMES
GB,4/1/17,12624548,1.04E+19,1.113857,18,1.35E+19,GAMES
GB,4/2/17,12624548,1.18E+19,18.597667,18,1.35E+19,GAMES
GB,4/3/17,12624548,4.80E+18,2.236399,18,1.35E+19,GAMES
,,12624549,,0,7,8.37E+17,
,,12624548,,0,20,1.37E+19,
,,12624549,,0,15,1.83E+19,
GB,4/2/17,12624548,1.72E+19,2.490535,13,1.43E+19,GAMES
,,12624549,,0,20,1.84E+19,
,,12624548,,0,14,1.49E+19,
,,12624549,,0,20,1.31E+19,
,,12624548,,0,10,2.13E+18,
,,12624549,,0,13,3.97E+17,
,,12624548,,0,4,9.13E+18,
,,12624549,,0,2,2.86E+18,
US,4/3/17,12624549,4.86E+18,24.99,20,5.91E+17,GAMES
,,12624549,,0,4,6.32E+18,
,,12624549,,0,12,1.71E+19,
,,12624549,,0,18,1.72E+19,
